App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
BK Formula Calculator 2,TOOLS,NaN,4,12,100,Free,0,Everyone,Tools,7-Aug-16,4.2 and up
P-Home for KLWP,PERSONALIZATION,5,4,12,100,Paid,$0.99 ,Everyone,Personalization,15-May-18,5.0 and up
Axe Wallpaper,PERSONALIZATION,4.7,9,12,100,Free,0,Teen,Personalization,3-Feb-17,4.0 and up
Wallpapers Mercedes Benz CL,PERSONALIZATION,NaN,2,12,100,Free,0,Teen,Personalization,5-Mar-17,4.1 and up
EF App,BUSINESS,5,8,20,100,Free,0,Everyone,Business,23-Jan-17,4.4 and up
FE Connect Drive-Tech,BUSINESS,NaN,0,20,100,Free,0,Everyone,Business,12-Feb-18,4.1 and up
eP Scanner,EVENTS,NaN,0,20,100,Free,0,Everyone,Events,13-Oct-17,4.4 and up
ZombieVital DG,FAMILY,4.3,10,20,100,Paid,$12.99 ,Everyone,Simulation,4-Aug-18,Varies with device
FE Chemical Engineering Exam Prep,FAMILY,NaN,2,20,100,Free,0,Everyone,Education,27-Jul-18,5.0 and up
Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,20,100,Free,0,Everyone,Medical,19-Jul-18,4.1 and up
Chest CT Sectional Walker,MEDICAL,NaN,2,20,100,Paid,$9.99 ,Everyone,Medical,9-Jul-16,4.0 and up
Cy-Fair VFD EMS Protocols,MEDICAL,5,2,20,100,Free,0,Everyone 10+,Medical,21-Sep-17,4.1 and up
Schulman B.V.,SHOPPING,4,6,20,100,Free,0,Everyone,Shopping,14-Sep-16,4.1 and up
CD View Lite,TOOLS,NaN,2,20,100,Free,0,Everyone,Tools,2-Feb-18,4.1 and up
DF-CAM,TOOLS,NaN,2,20,100,Free,0,Everyone,Tools,16-May-18,4.3 and up
NetApp CE,BUSINESS,NaN,0,21,100,Free,0,Everyone,Business,27-Feb-18,5.0 and up
Fr Lupupa Sermons,BUSINESS,4.8,19,21,100,Free,0,Everyone,Business,12-Jun-18,4.4 and up
Mindvalley U Tallinn 2018,EVENTS,5,1,21,100,Free,0,Everyone,Events,3-Jul-18,4.4 and up
Bitcoin BX Thailand PRO,FINANCE,1.7,21,21,100,Paid,$4.99 ,Everyone,Finance,22-Oct-17,4.0.3 and up
FE Other Disciplines Engineering Exam Prep,FAMILY,NaN,0,21,100,Free,0,Everyone,Education,27-Jul-18,5.0 and up
ep-liggare - Elektronisk personalliggare,TOOLS,NaN,0,21,100,Free,0,Everyone,Tools,26-Jun-18,4.1 and up
Bx-WiFi-GI,VIDEO_PLAYERS,NaN,0,21,100,Free,0,Everyone,Video Players & Editors,15-Aug-17,4.1 and up
TrainPal EU- Book German Train Tickets,MAPS_AND_NAVIGATION,NaN,1,21,100,Free,0,Everyone,Maps & Navigation,29-Mar-18,4.2 and up
BI APP,FINANCE,5,2,2.7,100,Free,0,Everyone,Finance,19-Feb-16,4.0 and up
CF PD,FINANCE,NaN,4,2.7,100,Free,0,Everyone,Finance,28-Mar-18,4.1 and up
BV Sridhara Maharaj,FAMILY,5,8,2.7,100,Free,0,Everyone,Entertainment,3-Dec-17,4.1 and up
DV Statistics,SOCIAL,4.2,6,2.7,100,Free,0,Everyone,Social,8-Oct-15,4.0.3 and up
Shopping List S PRO,SHOPPING,4.8,14,2.7,100,Paid,$2.49 ,Everyone,Shopping,16-May-18,4.1 and up
Analog and Digital Clock AW-7PRO,TOOLS,NaN,4,2.7,100,Paid,$1.99 ,Everyone,Tools,15-Mar-18,4.3 and up
BQ Scanner,TOOLS,3,2,2.7,100,Free,0,Everyone,Tools,10-Oct-17,4.4 and up
BL Banking DES,FINANCE,NaN,3,5.5,100,Free,0,Everyone,Finance,18-Jul-18,4.0 and up
Qarabağ FK,SPORTS,NaN,9,5.5,100,Free,0,Everyone,Sports,1-Aug-18,4.2 and up
DK Studio Barbershop,BEAUTY,NaN,8,17,100,Free,0,Everyone,Beauty,20-Mar-18,4.1 and up
Qserve EU MDR First Aid,BUSINESS,3,2,17,100,Free,0,Everyone,Business,11-May-17,4.1 and up
EW Handbook,BUSINESS,NaN,1,17,100,Free,0,Everyone,Business,11-Jun-15,2.3.3 and up
C W Browser,COMMUNICATION,4.4,14,17,100,Free,0,Everyone,Communication,28-Oct-17,4.0 and up
FO OP St-Nazaire,COMMUNICATION,NaN,1,17,100,Free,0,Everyone,Communication,19-Dec-17,4.1 and up
FO AIRBUS Nantes,COMMUNICATION,NaN,0,17,100,Free,0,Everyone,Communication,14-Dec-17,4.1 and up
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17,100,Paid,$7.99 ,Mature 17+,Dating,21-Jan-17,4.0 and up
BJ & Jamie,FAMILY,3.9,13,17,100,Free,0,Everyone,Entertainment,6-Jul-15,2.3.3 and up
BZ Bingo,FAMILY,NaN,1,17,100,Free,0,Everyone,Entertainment,3-Apr-18,4.0.3 and up
Pyaar Ek Dhoka hai Game - Anti Valentines,FAMILY,NaN,8,17,100,Free,0,Everyone,Casual,11-Feb-18,4.1 and up
Eversense,MEDICAL,NaN,3,17,100,Free,0,Everyone,Medical,18-Jul-18,4.4 and up
Analog BW - Camera filter effect foto film retouch,PHOTOGRAPHY,NaN,2,17,100,Free,0,Everyone,Photography,23-May-18,4.4 and up
Experience BA,TRAVEL_AND_LOCAL,NaN,6,17,100,Free,0,Everyone,Travel & Local,27-Jun-18,4.1 and up
Themes DAF CF 85 Trucks,PERSONALIZATION,NaN,2,17,100,Free,0,Teen,Personalization,9-Jun-16,2.3.3 and up
BW-IVMS,PRODUCTIVITY,NaN,0,17,100,Free,0,Everyone,Productivity,26-Jul-18,4.1 and up
SCS eC,PRODUCTIVITY,4.4,7,17,100,Free,0,Everyone,Productivity,21-Oct-16,4.1 and up
EC MANAGER,VIDEO_PLAYERS,NaN,2,17,100,Free,0,Everyone,Video Players & Editors,13-Jun-18,4.1 and up
Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4.6,29,39,100,Paid,$1.99 ,Everyone,Personalization,16-May-18,6.0 and up
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31,100,Paid,$4.99 ,Mature 17+,Adventure,23-Jul-18,7.0 and up
"Town of Princeton, BC",PRODUCTIVITY,4.8,4,31,100,Free,0,Everyone,Productivity,25-Jun-18,4.0 and up
BV MAAp,BUSINESS,NaN,9,4.2,100,Free,0,Everyone,Business,4-Dec-15,4.1 and up
tournaments and more.aj.2,COMMUNICATION,NaN,0,4.2,100,Free,0,Teen,Communication,25-Sep-17,2.3 and up
Ice Crush 10.000 B.C.,FAMILY,4.4,31,4.2,100,Paid,$0.99 ,Everyone,Casual,15-Aug-13,2.0 and up
FD Fotografia,PHOTOGRAPHY,NaN,2,4.2,100,Free,0,Everyone,Photography,17-Jan-18,4.1 and up
My FR App,TOOLS,NaN,2,4.2,100,Free,0,Everyone,Tools,9-Apr-18,2.3.3 and up
ES Billing System (Offline App),PRODUCTIVITY,5,1,4.2,100,Free,0,Everyone,Productivity,17-May-18,4.1 and up
Countries of the European Union (Quiz),GAME,NaN,11,7,100,Free,0,Everyone,Trivia,3-Feb-18,5.0 and up
Pediatric Nursing,MEDICAL,4.9,14,7,100,Free,0,Everyone,Medical,13-Jul-18,4.0.3 and up
Training course: Learn Nursing,MEDICAL,NaN,0,7,100,Free,0,Everyone,Medical,8-Jul-18,4.1 and up
California Cop Assist CA Cop,PRODUCTIVITY,3,5,7,100,Paid,$4.99 ,Everyone,Productivity,11-Feb-14,2.2 and up
Propel BI APP,BUSINESS,5,3,23,100,Free,0,Everyone,Business,24-Jul-18,4.4 and up
Ramdor DM Mobile,BUSINESS,NaN,1,23,100,Free,0,Everyone,Business,13-Jun-18,3.0 and up
Cryptocurrency Trading - How To Trade Crypto,FINANCE,NaN,1,23,100,Free,0,Everyone,Finance,16-Mar-18,4.1 and up
Anna.K Tarot,FAMILY,4.8,17,23,100,Paid,$3.99 ,Mature 17+,Entertainment,16-Jan-17,4.0.3 and up
BJ-DRONE,FAMILY,NaN,1,23,100,Free,0,Everyone,Entertainment,27-Mar-18,4.0.3 and up
DS,FAMILY,4.9,15,23,100,Free,0,Everyone,Casual,19-Jan-16,2.3 and up
Super Hearing Secret Voices Recorder PRO,MEDICAL,5,3,23,100,Paid,$2.99 ,Everyone,Medical,20-Apr-18,4.1 and up
Breastfeeding Tracker Baby Log,MEDICAL,NaN,6,23,100,Free,0,Everyone,Medical,20-Jul-18,5.0 and up
Breastfeeding Tracker Baby Log,MEDICAL,NaN,6,23,100,Free,0,Everyone,Medical,20-Jul-18,5.0 and up
Abdominal CT Sectional Walker,MEDICAL,NaN,2,23,100,Paid,$9.99 ,Everyone,Medical,8-Jul-16,4.0 and up
DF Tracker,BUSINESS,NaN,2,6,100,Free,0,Everyone,Business,27-Sep-17,4.0.3 and up
FH App,BUSINESS,4.9,27,6,100,Free,0,Everyone,Business,26-Jul-18,4.0 and up
Az Video Status,FAMILY,4.8,13,6,100,Free,0,Everyone,Entertainment,2-Aug-18,4.1 and up
AMM Events & CPD,EVENTS,NaN,5,6.1,100,Free,0,Everyone,Events,4-Aug-18,4.3 and up
Zen Leaf,MEDICAL,5,1,6.1,100,Free,0,Mature 17+,Medical,8-Mar-18,4.1 and up
G-Force Driving Assistant,SPORTS,4.6,10,6.1,100,Paid,$3.88 ,Everyone,Sports,10-Apr-13,2.3.3 and up
Ost. Zombies Cast - New Music and Lyrics,DATING,NaN,1,4.6,100,Free,0,Teen,Dating,20-Jul-18,4.0.3 and up
Pain Tracker & Diary,MEDICAL,4.3,3,4.6,100,Paid,$2.99 ,Everyone,Medical,2-Jan-18,4.1 and up
Sir C J New Primary School,FAMILY,5,3,9.2,100,Free,0,Everyone,Education,25-Jul-18,4.0 and up
Theme for Galaxy Note FE,PERSONALIZATION,NaN,3,9.2,100,Free,0,Everyone,Personalization,29-Jul-17,2.3.3 and up
Wallpapers FN SCAR H,PERSONALIZATION,5,4,9.2,100,Free,0,Teen,Personalization,12-Apr-18,4.1 and up
EB Kit,BUSINESS,NaN,4,5.2,100,Free,0,Everyone,Business,15-May-18,4.1 and up
EU FP7 Adventure,BUSINESS,NaN,2,5.2,100,Free,0,Everyone,Business,15-Feb-13,2.2 and up
RRIMS FO,BUSINESS,NaN,2,5.2,100,Free,0,Everyone,Business,27-Jul-18,5.0 and up
CL-App,MEDICAL,4.7,6,5.2,100,Free,0,Everyone,Medical,17-Feb-17,4.0 and up
Discípulos em BH,SOCIAL,NaN,24,5.2,100,Free,0,Everyone,Social,24-Feb-18,4.1 and up
AF Our Time to Shine,BUSINESS,NaN,0,11,100,Free,0,Everyone,Business,17-Jul-17,4.1 and up
BX Mobile TMC for SAP B1,BUSINESS,4.7,3,11,100,Free,0,Everyone,Business,20-Jan-15,4.0.3 and up
EB-Link,BUSINESS,4.8,6,11,100,Free,0,Everyone,Business,7-Jun-18,4.2 and up
FO Interim,COMMUNICATION,NaN,1,11,100,Free,0,Everyone,Communication,14-Mar-17,4.1 and up
Friend Find: free chat + flirt dating app,DATING,NaN,23,11,100,Free,0,Mature 17+,Dating,31-Jul-18,4.4 and up
AAS-IN-ASIA 2018,EVENTS,NaN,3,11,100,Free,0,Everyone,Events,4-Jul-18,4.1 and up
BK Travel Solutions,EVENTS,NaN,1,11,100,Free,0,Everyone,Events,14-Jun-18,4.1 and up
CF Riga,HEALTH_AND_FITNESS,NaN,12,11,100,Free,0,Everyone,Health & Fitness,9-Jul-18,4.1 and up
Cloud DX Connected Health,HEALTH_AND_FITNESS,5,6,11,100,Free,0,Everyone,Health & Fitness,19-Jul-17,4.4 and up
Overcomers CF - GA,LIFESTYLE,5,7,11,100,Free,0,Everyone,Lifestyle,20-Mar-17,4.1 and up
Sic Bo,GAME,NaN,1,11,100,Paid,$1.99 ,Teen,Card,27-Aug-13,2.2 and up
AF Johannesburg,FAMILY,NaN,3,11,100,Free,0,Everyone,Education,2-May-17,4.1 and up
Interpret Chest X-Ray With 100 Cases,MEDICAL,4.6,5,11,100,Free,0,Everyone,Medical,3-Aug-18,4.1 and up
420 BZ Budeze Delivery,MEDICAL,5,2,11,100,Free,0,Mature 17+,Medical,6-Jun-18,4.1 and up
420 BZ Budeze Delivery,MEDICAL,5,2,11,100,Free,0,Mature 17+,Medical,6-Jun-18,4.1 and up
POCKET BOOK CT ABDOMEN,MEDICAL,NaN,0,11,100,Free,0,Everyone,Medical,16-Mar-18,4.1 and up
Asha Ek Hope - ALS/ MND,MEDICAL,5,2,11,100,Free,0,Everyone,Medical,23-May-18,4.1 and up
FC BARCELONA EVENTS,SPORTS,4.3,6,11,100,Free,0,Everyone,Sports,22-Apr-18,4.1 and up
EO Hotels,TRAVEL_AND_LOCAL,NaN,4,11,100,Free,0,Everyone,Travel & Local,4-Jun-17,4.0.3 and up
BK Formula Calculator,TOOLS,5,6,11,100,Free,0,Everyone,Tools,8-Aug-15,4.2 and up
Simpli CT,TOOLS,NaN,4,11,100,Free,0,Everyone,Tools,30-Nov-17,4.3 and up
Ramfer - CNC Lathe G-code Tool,PRODUCTIVITY,3.4,5,11,100,Paid,$2.99 ,Everyone,Productivity,26-Sep-16,3.2 and up
CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5,5,11,100,Free,0,Everyone,Productivity,30-May-18,4.1 and up
EF Staff,PRODUCTIVITY,NaN,0,11,100,Free,0,Everyone,Productivity,8-May-18,4.2 and up
Dt Tracking,AUTO_AND_VEHICLES,4,4,24,100,Free,0,Everyone,Auto & Vehicles,28-Oct-16,4.0 and up
CP Installer App,BUSINESS,5,4,24,100,Free,0,Everyone,Business,24-Jul-18,4.1 and up
Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5,1,24,100,Free,0,Everyone,Food & Drink,5-Apr-18,4.1 and up
CE KISIO,LIFESTYLE,NaN,1,24,100,Free,0,Everyone,Lifestyle,5-Feb-18,4.1 and up
BS Films,FAMILY,NaN,1,24,100,Free,0,Everyone,Entertainment,12-Dec-17,4.3 and up
AW CAMERA,TOOLS,NaN,2,24,100,Free,0,Everyone,Tools,30-Jan-18,2.3 and up
Cx Wize,PRODUCTIVITY,NaN,3,24,100,Free,0,Everyone,Productivity,30-Jul-18,4.1 and up
Aura Hair Group BC,BEAUTY,NaN,0,9.1,100,Free,0,Everyone,Beauty,23-Apr-18,4.0.3 and up
Micro.bg Cloud POS System,BUSINESS,NaN,6,7.2,100,Free,0,Everyone,Business,12-Jul-17,2.0 and up
DS Helpdesk Plus,BUSINESS,3.6,21,7.2,100,Paid,$12.99 ,Everyone,Business,30-Jan-17,Varies with device
ES Anywhere,BUSINESS,4.7,10,7.2,100,Free,0,Everyone,Business,28-Apr-17,4.0.3 and up
DG Card,COMMUNICATION,NaN,0,3.5,100,Free,0,Everyone,Communication,15-Aug-17,Varies with device
Carpooling FH Hagenberg,COMMUNICATION,NaN,0,3.5,100,Free,0,Everyone,Communication,18-May-17,Varies with device
Alabama Ag Credit Ag Banking,FINANCE,NaN,0,9.15,100,Free,0,Everyone,Finance,9-Feb-18,4.4 and up
MYCU TX Mobile Banking,FINANCE,3,4,9.15,100,Free,0,Everyone,Finance,1-Aug-18,Varies with device
EO App. SelfCompassion to you,HEALTH_AND_FITNESS,NaN,1,8.8,100,Free,0,Everyone,Health & Fitness,12-Sep-15,Varies with device
Elim AG,LIFESTYLE,NaN,7,8.35,100,Free,0,Everyone,Lifestyle,31-Mar-17,4.2 and up
CE Airbus,LIFESTYLE,NaN,0,8.35,100,Free,0,Everyone,Lifestyle,24-Apr-18,Varies with device
Shoot! DX - lights for FREE,GAME,NaN,4,36,100,Free,0,Everyone,Action,23-Jun-18,Varies with device
Myjob@BM,SOCIAL,NaN,1,5.3,100,Free,0,Teen,Social,13-Jun-18,4.1 and up
KeePass DX Pro,TOOLS,NaN,0,3.4,100,Paid,$5.99 ,Everyone,Tools,2-Aug-18,Varies with device
CI Remote for Go,PRODUCTIVITY,4.6,20,4,100,Free,0,Everyone,Productivity,2-Jul-18,Varies with device
SharedCare™ Co-parenting,PARENTING,2,23,10.05,100,Paid,$4.59 ,Everyone,Parenting,19-Jun-16,4.0 and up
NOMISMA.com.cy by FMW,NEWS_AND_MAGAZINES,5,3,6.3,100,Free,0,Everyone,News & Magazines,29-May-16,4.0 and up
CK Pharmacies,HEALTH_AND_FITNESS,2.7,3,9.4,100,Free,0,Everyone 10+,Health & Fitness,28-Jun-18,4.0.3 and up
EU Exit poll,LIFESTYLE,5,10,9.4,100,Free,0,Everyone,Lifestyle,15-Jul-16,4.1 and up
BP Assist,TOOLS,NaN,0,9.4,100,Free,0,Everyone,Tools,3-Jul-18,4.0.3 and up
BJ Grand Salon Mobile App,BEAUTY,NaN,1,15,100,Free,0,Everyone,Beauty,14-Jun-18,5.0 and up
DF-View,BUSINESS,NaN,0,15,100,Free,0,Everyone,Business,4-Jan-16,4.0 and up
DW Security,BUSINESS,5,6,15,100,Free,0,Everyone,Business,25-Jul-18,4.1 and up
EY Tax Briefing,BUSINESS,NaN,3,15,100,Free,0,Everyone,Business,21-Mar-18,4.1 and up
CJ Browser - Fast & Private,COMMUNICATION,4.2,5,15,100,Free,0,Everyone,Communication,7-Nov-17,4.0 and up
MARKET FO,COMMUNICATION,NaN,0,15,100,Free,0,Everyone,Communication,30-Nov-17,4.1 and up
FO RCBT,COMMUNICATION,NaN,5,15,100,Free,0,Everyone,Communication,15-Nov-17,4.1 and up
FO PSA Sept-Fons,COMMUNICATION,NaN,2,15,100,Free,0,Everyone,Communication,22-Mar-18,4.1 and up
EUROBANK CY,FINANCE,NaN,30,15,100,Free,0,Everyone,Finance,12-Jun-18,4.3 and up
BN PERKS™,LIFESTYLE,NaN,0,15,100,Free,0,Everyone,Lifestyle,2-Jun-18,4.0.3 and up
DV Youth,LIFESTYLE,5,5,15,100,Free,0,Everyone,Lifestyle,25-Apr-16,4.0.3 and up
Scoreboard FR,LIFESTYLE,4.3,3,15,100,Free,0,Everyone,Lifestyle,7-Aug-18,4.2 and up
Axe Champ Hit,GAME,NaN,1,15,100,Free,0,Everyone,Arcade,25-May-18,4.1 and up
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5,7,15,100,Free,0,Everyone,Arcade,27-Sep-17,4.2 and up
Cy-Reader,FAMILY,4.8,17,15,100,Free,0,Everyone,Education,3-Aug-18,4.2 and up
Yeled EI,FAMILY,NaN,0,15,100,Free,0,Everyone,Education,26-Apr-18,4.1 and up
Lego Ninjago Wallpaper,MEDICAL,NaN,2,15,100,Free,0,Everyone,Medical,2-Aug-18,3.0 and up
EP Calipers,MEDICAL,NaN,4,15,100,Paid,$0.99 ,Everyone,Medical,10-Feb-18,4.0 and up
AK 47 Assault Rifle Wallpapers,PERSONALIZATION,NaN,1,15,100,Free,0,Teen,Personalization,22-Feb-18,4.1 and up
Themes DAF CF Trucks,PERSONALIZATION,NaN,2,15,100,Free,0,Teen,Personalization,9-Jun-16,2.3.3 and up
HD Themes Toyota Cruiser 60,PERSONALIZATION,NaN,0,15,100,Free,0,Teen,Personalization,2-Oct-16,2.3.3 and up
HD Themes Toyota Cruiser70,PERSONALIZATION,NaN,0,15,100,Free,0,Teen,Personalization,3-Oct-16,2.3.3 and up
HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,3,15,100,Free,0,Teen,Personalization,1-Oct-16,2.3.3 and up
HD Themes Toyota Cruiser 40,PERSONALIZATION,NaN,2,15,100,Free,0,Teen,Personalization,2-Oct-16,2.3.3 and up
2017 BN SM Sales Conference,BUSINESS,NaN,2,10,100,Free,0,Teen,Business,28-Sep-17,4.1 and up
DN Diamonds,BUSINESS,NaN,4,10,100,Free,0,Everyone,Business,31-Jul-18,4.0.3 and up
L!FE Premium Training,HEALTH_AND_FITNESS,NaN,2,10,100,Free,0,Everyone,Health & Fitness,9-Jul-18,4.1 and up
Au Rubis les bijoutiers,LIFESTYLE,NaN,0,10,100,Free,0,Everyone,Lifestyle,24-Jul-18,4.1 and up
BG Future School,FAMILY,4.9,16,10,100,Free,0,Everyone,Education,22-Jul-17,4.0.3 and up
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10,100,Free,0,Everyone,Education,28-Jul-18,4.1 and up
EFAmbassador,FAMILY,NaN,5,10,100,Free,0,Everyone,Education,10-Jul-18,5.0 and up
Cardio Z,MEDICAL,NaN,24,10,100,Paid,$5.99 ,Everyone,Medical,13-Mar-17,4.4 and up
iFORA BM,MEDICAL,NaN,3,10,100,Free,0,Everyone,Medical,9-Apr-18,4.3 and up
DM הפקות,PHOTOGRAPHY,NaN,2,10,100,Free,0,Everyone,Photography,14-Oct-17,3.2 and up
BU Questrom Launch,TRAVEL_AND_LOCAL,NaN,3,10,100,Free,0,Everyone,Travel & Local,17-Jul-15,3.0 and up
CG 3D Model Viewer: view 3D models interactively,TOOLS,NaN,0,10,100,Free,0,Everyone,Tools,26-Jul-18,4.4 and up
"Startupticker.ch News, Events",NEWS_AND_MAGAZINES,5,4,10,100,Free,0,Everyone,News & Magazines,23-Jul-18,4.4 and up
Ad Blocker for SayHi,DATING,NaN,4,1.2,100,Paid,$3.99 ,Teen,Dating,2-Aug-18,4.0.3 and up
CA Speakers,LIFESTYLE,5,12,1.2,100,Paid,$0.99 ,Teen,Lifestyle,25-Mar-14,3.0 and up
CP Parquet,LIFESTYLE,NaN,2,1.2,100,Free,0,Everyone,Lifestyle,11-May-16,4.0 and up
500 AP World History Questions,FAMILY,4.7,7,1.2,100,Paid,$9.99 ,Everyone,Education,1-Nov-13,1.6 and up
Movement BE,SOCIAL,5,20,1.2,100,Free,0,Teen,Social,10-Nov-16,4.4 and up
DM Collection,SHOPPING,NaN,3,1.2,100,Free,0,Everyone,Shopping,25-Jun-15,2.2 and up
BL IP-Camera,TOOLS,4.3,15,1.2,100,Paid,$3.99 ,Everyone,Tools,5-Jun-14,2.3 and up
Contents Provider(C.P.)Explorer,TOOLS,4,1,1.2,100,Free,0,Everyone,Tools,20-Jun-18,3.0 and up
Register.ca Mobile,PRODUCTIVITY,NaN,0,1.2,100,Free,0,Everyone,Productivity,19-Aug-16,5.0 and up
BF Family user,BUSINESS,NaN,8,26,100,Free,0,Everyone,Business,1-Feb-18,4.1 and up
BP Service,BUSINESS,NaN,0,26,100,Free,0,Everyone,Business,17-Jan-18,4.1 and up
EHiN-FH conferenceapp,COMMUNICATION,NaN,5,26,100,Free,0,Everyone,Communication,15-Nov-16,4.1 and up
Bu Hangi Firma?,FAMILY,NaN,8,26,100,Free,0,Everyone,Trivia;Education,10-Dec-17,4.0.3 and up
FK Liepaja,SPORTS,NaN,4,26,100,Free,0,Everyone,Sports,17-Mar-18,4.1 and up
FK Sarajevo,SPORTS,NaN,6,26,100,Free,0,Everyone,Sports,2-Mar-18,4.1 and up
Theme for Galaxy Note FE Launcher | Live Wallpaper,PERSONALIZATION,NaN,2,26,100,Free,0,Everyone,Personalization,22-Dec-17,4.0 and up
ec-Work,PRODUCTIVITY,NaN,3,26,100,Free,0,Everyone,Productivity,9-Jul-18,5.0 and up
Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,3.3,3,26,100,Paid,$9.99 ,Everyone,Maps & Navigation,5-Oct-16,4.4 and up
Anime Mod for BM,BOOKS_AND_REFERENCE,NaN,0,8,100,Free,0,Everyone,Books & Reference,28-Jul-17,4.0 and up
Video chat live advices,DATING,NaN,0,8,100,Free,0,Everyone,Dating,10-Jul-18,3.0 and up
Thrive CF,HEALTH_AND_FITNESS,2.2,6,8,100,Free,0,Everyone,Health & Fitness,5-Jan-18,4.3 and up
Arrayanes EC,LIFESTYLE,NaN,2,7.9,100,Free,0,Everyone,Lifestyle,27-Jun-18,4.4 and up
Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100,Free,0,Everyone,Social,4-Jul-18,5.0 and up
Message AI - Write Better Messages,TOOLS,NaN,0,7.9,100,Paid,$2.99 ,Mature 17+,Tools,4-Jul-18,5.0 and up
BK Arogyam Task Track,BUSINESS,5,8,3.7,100,Free,0,Everyone,Business,5-Jun-18,4.1 and up
20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4.3,12,3.7,100,Paid,$1.49 ,Everyone,Communication,22-May-18,2.1 and up
AzadBazar.af,SHOPPING,NaN,3,3.7,100,Free,0,Everyone,Shopping,9-Mar-18,4.0 and up
news.com.au,NEWS_AND_MAGAZINES,NaN,1,3.7,100,Free,0,Everyone,News & Magazines,23-Jul-18,4.0 and up
DG Monitor,BUSINESS,NaN,1,4.5,100,Free,0,Everyone,Business,12-Oct-17,4.0 and up
Helping BD,LIFESTYLE,5,15,4.5,100,Free,0,Everyone,Lifestyle,19-Jun-18,4.0.3 and up
Theme Android P for LG G7 & V35,PERSONALIZATION,4.6,5,4.5,100,Paid,$1.49 ,Everyone,Personalization,7-Jul-18,8.0 and up
EF Events,EVENTS,5,7,4.4,100,Free,0,Teen,Events,5-Oct-17,Varies with device
Evasion.bz,SOCIAL,4.1,8,4.4,100,Free,0,Teen,Social,14-Jul-17,4.1 and up
EG,PRODUCTIVITY,NaN,3,4.4,100,Free,0,Everyone,Productivity,1-Jul-16,4.0.3 and up
StudentLife.com.cy,NEWS_AND_MAGAZINES,NaN,17,4.4,100,Free,0,Everyone,News & Magazines,14-Mar-17,4.1 and up
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100,Paid,$1.49 ,Everyone,Communication,5-Mar-18,1.6 and up
DK Online,FAMILY,NaN,21,3.5,100,Free,0,Everyone,Entertainment,18-May-18,4.0.3 and up
Cacique CF,SPORTS,NaN,19,3.5,100,Free,0,Everyone,Sports,10-Oct-16,4.0.3 and up
BG MUSIC PLAYER - MUSIC PLAYER,VIDEO_PLAYERS,NaN,0,8.6,100,Free,0,Everyone,Video Players & Editors,26-Jun-18,4.1 and up
DW Tech Tools,BUSINESS,NaN,1,5.9,100,Free,0,Everyone,Business,24-Jul-18,4.1 and up
Free coupons and vouchers,FINANCE,5,4,5.9,100,Free,0,Everyone,Finance,28-Jul-18,4.4 and up
DN Prasad,FINANCE,NaN,0,5.9,100,Free,0,Everyone,Finance,30-Apr-18,4.0.3 and up
BAR-B-Q Recipes,FOOD_AND_DRINK,NaN,0,3.6,100,Free,0,Everyone,Food & Drink,30-Jan-18,4.0 and up
Q Avatar Pro,FAMILY,4.8,4,3.6,100,Paid,$1.49 ,Teen,Entertainment,4-Mar-17,2.3 and up
Fr. Mike Schmitz Audio Teachings,FAMILY,5,4,3.6,100,Free,0,Everyone,Education,6-Jul-18,4.1 and up
DF Coaching,SPORTS,4,1,3.6,100,Free,0,Everyone,Sports,24-May-18,4.1 and up
BV Rando,TRAVEL_AND_LOCAL,NaN,0,3.6,100,Free,0,Everyone,Travel & Local,22-Jul-16,4.0 and up
FH CODE,TOOLS,NaN,13,3.6,100,Free,0,Everyone,Tools,26-Feb-18,2.1 and up
Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100,Paid,$0.99 ,Everyone,Personalization,20-Sep-17,4.3 and up
CB TV,FAMILY,NaN,2,1.9,100,Free,0,Teen,Strategy,13-Sep-16,4.0.3 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,NaN,8,1.9,100,Free,0,Everyone,Travel & Local,21-Oct-15,4.0 and up
Bx Access 4d,TOOLS,NaN,1,1.9,100,Free,0,Everyone,Tools,29-Apr-16,4.0 and up
EW Widgets for Zooper,TOOLS,3.4,5,1.9,100,Free,0,Everyone,Tools,3-Dec-16,4.0.3 and up
Bx Thailand Alert (Bitcoin),FINANCE,4.7,3,8.2,100,Free,0,Everyone,Finance,5-Feb-18,4.2 and up
